,entry_date,exit_date,trade_type,iATR100,iSMA20,iSMA50,iSMA200,iROC20,iROC50,iROC200,iEMA20,iEMA50,iEMA200,iBBUpper20,iBBLower20,iMACD1226,recoil_x,init_x,iOBV,iRI,iVI,iTI,y,y2
0,2016-01-18 15:00:00,2016-01-18 20:00:00,Short,0.002060999999999995,1.0898420000000002,1.0895906000000002,1.0867147499999994,-0.33000275002292123,-0.2019274896741606,1.3393231618092507,1.0897171647255168,1.0895576838007557,1.0866432053482606,1.0917629822049097,1.0879210177950907,-0.0004905598125617416,8,18,16843.260100000003,0.7400468384074549,0.7303026552492081,1.3362831858407767,-0.0025600000000001177,0.00041000000000002146
1,2016-01-19 06:00:00,2016-01-19 15:00:00,Short,0.0019528999999999974,1.0889585,1.0902174,1.087715699999999,-0.1524334251606974,-0.08637483000697807,0.922591423798038,1.0889789142784427,1.0892447226939306,1.0869586389584662,1.090191199647543,1.0877258003524568,-0.00041899301275427625,6,15,-1870.4198000000013,0.517857142857169,1.0906396897685928,0.7280966767373486,-0.0024200000000000887,0.0013900000000000023
2,2016-01-20 03:00:00,2016-01-20 15:00:00,Long,0.001936100000000005,1.0903295000000004,1.0895324000000002,1.0884107999999997,0.7510216102787033,0.4441018865154681,0.14454304272254476,1.0910741822605452,1.0900537082570823,1.087587785297889,1.0950748479712689,1.085584152028732,0.001152415497537529,8,12,-1162.2399999999961,1.272455089820297,0.9735890562178632,1.5472312703579558,-0.0048600000000000865,0.0029199999999998116
3,2016-01-24 22:00:00,2016-01-25 13:00:00,Short,0.001995600000000002,1.0819590000000003,1.0851290000000002,1.0878036999999996,-0.43450986180556767,-0.9053097426386181,-0.5134397699199951,1.0818115730893647,1.0845046774033922,1.086886348654665,1.0853490875629124,1.0785689124370883,-0.0017233495574446867,9,19,-44130.468700000005,2.3010563380281406,1.68967844238086,1.4239350912779567,-0.004050000000000109,0.00034000000000000696
4,2016-01-25 14:00:00,2016-01-26 11:00:00,Long,0.002007399999999999,1.08105,1.0827069999999999,1.0876156499999992,0.3862148169415868,-0.566941269287936,0.05354010892643081,1.0818830685247074,1.0831542727840309,1.0860925190518325,1.083436084879595,1.0786639151204052,5.468557166565802e-05,6,13,40737.297300000006,0.9304589707926543,1.9387371542845158,2.5174129353227213,-0.0014600000000000168,0.003549999999999942
5,2016-01-27 09:00:00,2016-01-29 07:00:00,Long,0.0017681999999999976,1.0857459999999999,1.0845756000000002,1.0872430999999998,0.42858990227411076,0.540030700375418,0.0036791081841594116,1.0858255354687512,1.0849498578215067,1.0857226313960313,1.0881510508255925,1.0833409491744073,0.0006867190976933557,10,12,-10279.219700000001,0.48771929824555965,0.785251511463618,1.4877192982456495,0.0025400000000002088,0.009500000000000064
6,2016-01-29 13:00:00,2016-02-01 14:00:00,Short,0.0016097000000000006,1.0922645,1.0907980000000002,1.0873741999999997,-0.7437185929648273,-0.10574615405835204,-0.18192844147969317,1.0911910655457062,1.0904661010044865,1.0878047192719282,1.0960840578415914,1.0884449421584086,-0.0004914202805632595,5,14,1638.7315999999992,0.6508916323731121,0.9796382519364719,1.7484567901234298,-0.003470000000000084,0.005360000000000031
7,2016-02-02 04:00:00,2016-02-05 14:00:00,Long,0.001666099999999997,1.0888579999999999,1.0873253999999999,1.0864738999999992,0.6083117505553093,-0.14270946730946968,0.22403202556168667,1.0888889037588971,1.088152110759958,1.0874367749051266,1.091894061160191,1.0858219388398087,0.001038089928716568,13,16,10611.2718,1.1968503937007668,1.30239746314776,2.639344262294903,0.022199999999999998,0.033130000000000104
8,2016-02-11 09:00:00,2016-02-12 07:00:00,Long,0.002378599999999995,1.127617,1.1273258,1.11083705,0.8100842131500603,1.2707582518801885,4.518772843061237,1.1286051354757805,1.1263537049551084,1.11381880210222,1.1340173276231933,1.1212166723768069,0.0012026177299029328,8,10,17033.319900000002,1.0909909909910078,1.3387520458261477,2.8222222222224675,-0.003509999999999902,0.0051800000000001845
9,2016-02-15 07:00:00,2016-02-17 04:00:00,Short,0.002518399999999996,1.1236570000000001,1.1282410000000005,1.1197524000000003,-0.5941349129636824,-0.7244259057537905,2.6698050996483014,1.1238992395367633,1.1260389178563586,1.1188743702915829,1.1271575118422734,1.1201564881577268,-0.0018110837063785024,15,9,-19382.5406,1.408814589665549,1.5748730468237917,0.9724409448819263,0.0041799999999998505,0.009109999999999951
10,2016-02-18 11:00:00,2016-02-19 16:00:00,Short,0.0018160000000000042,1.1133,1.1141356,1.1213773500000002,-0.30365372694522,-0.6935247163260124,-0.3090273722791566,1.1132140129831525,1.1145081660503113,1.1166370223183155,1.114656076383503,1.111943923616497,-0.0005737649633821285,12,16,38041.8803,0.35164835164833314,0.5070811446163815,0.6503667481662426,-0.002889999999999837,0.0030400000000001537
11,2016-02-22 07:00:00,2016-02-24 15:00:00,Short,0.0016633000000000032,1.1115460000000001,1.1112735999999999,1.1192875499999988,-0.1441051967936635,-0.48916214154287624,-1.780652019844083,1.1113048066434692,1.1118139172098755,1.1146766214268684,1.113687159548125,1.1094048404518753,-0.00024117158906600267,6,7,1014.9206000000013,1.2656641604008958,0.9741795554918924,1.0126050420167947,0.006050000000000111,0.012969999999999926
12,2016-02-26 02:00:00,2016-02-26 08:00:00,Long,0.001675300000000004,1.102814,1.1017642,1.1081597499999998,0.21306882576410782,0.355923585385355,-0.8886378105972851,1.103028572551768,1.1026186388673436,1.1071801624638296,1.1050393399503753,1.1005886600496246,0.0006137664760712536,7,10,6861.039000000004,2.0264084507042024,1.1231404316621745,3.713178294574005,-0.003170000000000117,0.0015499999999999403
13,2016-03-01 14:00:00,2016-03-02 18:00:00,Short,0.0017167000000000022,1.0877545,1.0901752,1.1014674000000004,-0.17930704722672855,-1.4891377338971703,-2.590538745917247,1.0879270308344904,1.0907896008954088,1.1001585787775099,1.0889308923441472,1.0865781076558527,-0.0010193774808453515,22,8,12426.359400000003,1.3124147339699705,0.8497109194046667,1.3339694656487744,-0.0013199999999999878,0.0030200000000000227
14,2016-03-03 10:00:00,2016-03-07 08:00:00,Long,0.001584599999999996,1.0863075,1.086265,1.0959449500000005,0.37088292277884605,0.05702198105399292,-2.1232186555347687,1.086515306484456,1.087042509718267,1.0951816542782682,1.0887519590403605,1.0838630409596395,0.00024064883678831528,8,11,23454.431699999994,2.0505952380951724,1.5079495214107306,0.5162162162163252,0.006899999999999906,0.0164200000000001
15,2016-03-08 07:00:00,2016-03-08 18:00:00,Long,0.0016350999999999937,1.1005429999999996,1.0991188,1.0942717499999999,0.7716401691216149,0.7486396669466443,0.19248229526058852,1.1009020794756126,1.0986791063486796,1.096686601954719,1.1058663842619143,1.095219615738085,0.0012357183789002413,5,15,36003.7901,2.8847926267282653,2.722232660829863,1.894444444444371,-0.0037599999999999856,0.0022599999999999287
16,2016-03-09 01:00:00,2016-03-09 15:00:00,Short,0.0017230999999999885,1.1015994999999998,1.1001655999999997,1.0941846000000002,-0.31495348309508364,-0.0773338913504333,-0.5226212580951998,1.1008776295047018,1.0999928905643155,1.097465246698418,1.1047468303641421,1.0984521696358576,-0.0003214637622934724,7,10,-18543.119800000004,1.6313432835820565,1.3651866641356307,1.3548387096775372,-0.0023800000000000487,0.00366999999999984
17,2016-03-10 07:00:00,2016-03-10 14:00:00,Short,0.001750699999999985,1.0988395000000002,1.0996620000000004,1.0939544000000003,-0.0419237534518656,-0.4520081688223267,0.3963604408480049,1.0984627745423425,1.098898897616215,1.0977059318362963,1.1029343587791345,1.094744641220866,-0.0005220402650853995,6,8,-9901.9395,1.2270742358077356,1.3093914263456212,0.9153846153847421,-0.007369999999999877,0.014550000000000063
18,2016-03-14 10:00:00,2016-03-16 18:00:00,Short,0.002504499999999983,1.1150690000000003,1.1133618,1.1002375999999994,-0.40417981072555337,1.3303061801338403,2.3465487866648203,1.1141684963906187,1.112096155600693,1.1039672578449635,1.1178487953351397,1.112289204664861,-8.172629360791994e-05,13,21,-10042.799300000006,0.5735930735930775,1.2184689016627699,0.6214833759590277,-0.00835000000000008,0.005539999999999878
19,2016-03-21 07:00:00,2016-03-25 10:00:00,Short,0.0018263000000000008,1.1275084999999998,1.1291972,1.1143671499999994,-0.22615405081815015,0.27452937820878237,2.3127222459688843,1.1273788224889574,1.1264549983266738,1.1163474393192707,1.129235528479331,1.1257814715206687,-0.0005230968268903347,10,7,-10432.889200000001,1.25054466230942,1.3087133128924264,0.6133333333332788,0.007649999999999935,0.010580000000000034
20,2016-03-28 01:00:00,2016-03-28 08:00:00,Short,0.001238900000000025,1.116451,1.1166648000000001,1.12091745,-0.09672219236969101,-0.20307929038549227,0.39690039690039913,1.1163253126412127,1.1170636533148406,1.1179240852011365,1.1172463152304524,1.1156556847695478,-0.0002841111177254163,17,14,-488.96009999999933,0.8990228013029903,1.033329091082213,0.9430379746838548,-0.0015499999999999403,0.000140000000000029
21,2016-04-01 12:00:00,2016-04-01 14:00:00,Long,0.001554500000000001,1.1386295,1.1361128,1.1239915499999997,0.15991002864323853,0.6782774578726226,1.327976391530833,1.1387550220774474,1.1357870645554533,1.1266396851946707,1.1412777747114617,1.1359812252885382,0.001289629929180025,12,18,74924.4702,2.991549295774655,6.327860030420748,0.8082474226804671,-0.005560000000000009,0.00383
22,2016-04-05 05:00:00,2016-04-05 16:00:00,Short,0.0015879000000000021,1.1390390000000001,1.1389142,1.1277315999999997,0.16982410446382104,0.058009738604611324,1.8255977244877,1.1390633849474707,1.1383084723069334,1.1307360724959379,1.1412702788402973,1.136807721159703,0.00016351594297558947,8,8,-11341.0,2.003484320557514,1.598565361118082,0.8760683760683121,-0.0012099999999999334,0.004809999999999981
23,2016-04-08 14:00:00,2016-04-11 07:00:00,Long,0.0018219999999999992,1.1372205,1.138572,1.1360714500000002,0.23374957160558776,0.35809812064475416,1.8992826321949003,1.137635059943954,1.1378741327463682,1.1347592341702937,1.138650625132545,1.135790374867455,6.160343876326912e-05,6,19,12435.860999999999,0.6645851917930613,1.2091716112648285,1.1065891472867873,-0.002850000000000019,0.0021700000000000053
24,2016-04-12 06:00:00,2016-04-12 12:00:00,Long,0.001832400000000005,1.1412015000000002,1.1400426000000001,1.1385052500000006,0.2581052964260267,0.48924281754586735,0.7738872613038672,1.1409196391588077,1.1402174353338463,1.1367156240669192,1.1436581599062015,1.138744840093799,0.00030274309887134976,5,18,24387.7992,2.9849999999999017,3.3240707373746896,0.7269938650305244,-0.00374999999999992,0.0044800000000000395
25,2016-04-15 16:00:00,2016-04-20 13:00:00,Long,0.0016566999999999999,1.1270045,1.1269542,1.1355722499999998,0.267137633568813,0.12407277754635854,-0.6061619129731021,1.127598215092133,1.1283902465327982,1.1328269984143102,1.1294906587365166,1.1245183412634834,0.0005633624088996481,28,11,53808.2197,2.5967078189299193,2.3076129284208293,2.294943820224512,0.004150000000000098,0.008990000000000054
26,2016-04-22 07:00:00,2016-04-25 14:00:00,Short,0.0014424000000000015,1.1297405,1.131113,1.131751,-0.4237250730484492,-0.6814880035219089,-1.1402078841738064,1.1296561494031916,1.1307134775665757,1.1321007999062527,1.1337489357101127,1.1257320642898874,-0.0005091447818428296,10,9,1473.8396999999993,0.8337028824833645,0.9451180392488319,0.39095744680836975,0.0012699999999998823,0.006510000000000016
27,2016-04-26 07:00:00,2016-04-28 02:00:00,Long,0.0014995000000000026,1.1266,1.1254364000000001,1.12924565,0.2220800909640005,-0.12924013880036975,0.038127665611499516,1.1264832661957507,1.126555725751578,1.1295576951122783,1.1277657660684357,1.1254342339315644,0.000394195178215373,5,7,-15332.8596,0.6583011583011892,0.5552180936093501,1.3867187499997933,0.0019899999999999363,0.00788000000000011
